"the_geom","BoroCode","BoroName","BoroCD","CounDist","AssemDist","StSenDist","CongDist","Shelter_ID","Corner","On_Street","Cross_Stre","Longitude","Latitude","NTAName","FEMAFldz","FEMAFldT","HrcEvac"
"POINT (-73.96055 40.591887)","3","Brooklyn","315","48","45","22","8","BR02141","NE","CONEY ISLAND AV","AV X","-73.96055","40.591887","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.898345 40.668983)","3","Brooklyn","305","42","60","19","8","BR02143","NW","SUTTER AV","ALABAMA AV","-73.898345","40.668983","East New York (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.911167 40.669696)","3","Brooklyn","316","41","55","25","8","BR02144","NW","PITKIN AV","ROCKAWAY AV","-73.911167","40.669696","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.908938 40.662256)","3","Brooklyn","316","41","55","19","8","BR02146","SW","ROCKAWAY AV","LIVONIA AV","-73.908938","40.662256","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.925789 40.697734)","3","Brooklyn","304","34","53","18","7","BR02147","SW","DEKALB AV","MYRTLE AV","-73.925789","40.697734","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.909341 40.663833)","3","Brooklyn","316","41","55","25","8","BR02148","SW","ROCKAWAY AV","DUMONT AV","-73.909341","40.663833","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.922789 40.666795)","3","Brooklyn","316","41","55","25","9","BR02149","SW","RALPH AV","EAST NEW YORK AV","-73.922789","40.666795","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.916284 40.669843)","3","Brooklyn","316","41","55","25","8","BR02150","SE","East New York Av","STRAUSS ST","-73.916284","40.669843","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.922916 40.666923)","3","Brooklyn","316","41","55","25","9","BR02151","SW","East New York Av","RALPH AV","-73.922916","40.666923","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.911084 40.676009)","3","Brooklyn","316","41","55","25","8","BR02153","SW","ROCKAWAY AV","ATLANTIC AV","-73.911084","40.676009","Ocean Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.974033 40.590411)","3","Brooklyn","315","44","45","22","8","BR02154","SW","SHELL RD","AV X","-73.974033","40.590411","Gravesend (East)-Homecrest","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.978716 40.684438)","3","Brooklyn","302","33","52","26","10","BR02156","SW","ATLANTIC AV","4 AV","-73.978716","40.684438","Downtown Brooklyn-DUMBO-Boerum Hill","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.935475 40.68352)","3","Brooklyn","303","36","56","25","8","BR02157","NW","HALSEY ST","LEWIS AV","-73.935475","40.68352","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89945 40.659093)","3","Brooklyn","316","42","55","19","8","BR02158","NW","NEW LOTS AV","VAN SINDEREN AV","-73.89945","40.659093","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.896655 40.675888)","3","Brooklyn","305","37","54","19","7","BR0216","NE","ATLANTIC AV","Pennsylvania Av","-73.896655","40.675888","East New York (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.892958 40.661978)","3","Brooklyn","305","42","60","19","8","BR02161","NE","NEW LOTS AV","Pennsylvania Av","-73.892958","40.661978","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.874212 40.672343)","3","Brooklyn","305","42","60","19","8","BR02162","SE","SUTTER AV","FOUNTAIN AV","-73.874212","40.672343","East New York-City Line","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.94145 40.679872)","3","Brooklyn","303","36","56","20","8","BR02165","SW","FULTON ST","KINGSTON AV","-73.94145","40.679872","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.898629 40.668794)","3","Brooklyn","305","42","60","19","8","BR02166","SE","SUTTER AV","WILLIAMS AV","-73.898629","40.668794","East New York (North)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.884769 40.650411)","3","Brooklyn","305","42","60","19","8","BR02167","SW","Pennsylvania Av","VANDALIA AV","-73.884769","40.650411","Spring Creek-Starrett City","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.971802 40.579549)","3","Brooklyn","313","48","46","23","8","BR02169","SE","W 5 ST","NEPTUNE AV","-73.971802","40.579549","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.941464 40.686009)","3","Brooklyn","303","36","56","25","8","BR02170","NE","THROOP AV","MADISON ST","-73.941464","40.686009","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.007649 40.620326)","3","Brooklyn","310","38","49","26","11","BR02171","SW","BAY RIDGE PKWY","13 AV","-74.007649","40.620326","Dyker Heights","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.00344 40.641257)","3","Brooklyn","312","43","49","17","10","BR02173","NE","8 AV","50 ST","-74.00344","40.641257","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.916387 40.649712)","3","Brooklyn","317","42","58","19","9","BR02174","NE","REMSEN AV","AV B","-73.916387","40.649712","East Flatbush-Remsen Village","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.922408 40.646854)","3","Brooklyn","317","45","58","21","9","BR02175","NE","BEVERLY RD","E 58 ST","-73.922408","40.646854","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.874208 40.689139)","3","Brooklyn","305","37","54","18","7","BR02176","SW","JAMAICA AV","CRESCENT ST","-73.874208","40.689139","Cypress Hills","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.003843 40.682848)","3","Brooklyn","306","39","51","26","10","BR02177","SW","COLUMBIA ST","CARROLL ST","-74.003843","40.682848","Carroll Gardens-Cobble Hill-Gowanus-Red Hook","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.953031 40.676995)","3","Brooklyn","308","35","57","20","9","BR02179","SW","DEAN ST","BEDFORD AV","-73.953031","40.676995","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.012033 40.612805)","3","Brooklyn","310","50","46","26","11","BR02180","SW","86 ST","14 AV","-74.012033","40.612805","Dyker Beach Park","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.88869 40.663701)","3","Brooklyn","305","42","60","19","8","BR02181","SE","NEW LOTS AV","MILLER AV","-73.88869","40.663701","East New York-New Lots","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.862633 40.6691)","3","Brooklyn","305","42","60","19","8","BR02182","SE","ELDERT LANE","LINDEN BLVD","-73.862633","40.6691","East New York-City Line","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.971863 40.650433)","3","Brooklyn","314","40","42","20","10","BR02183","NE","CONEY ISLAND AV","PARK CIRCLE","-73.971863","40.650433","Prospect Park","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.978426 40.616883)","3","Brooklyn","312","44","48","22","9","BR02184","NW","BAY PKWY","60 ST","-73.978426","40.616883","Mapleton-Midwood (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.966847 40.632014)","3","Brooklyn","314","45","44","21","9","BR02186","SW","CONEY ISLAND AV","FOSTER AV","-73.966847","40.632014","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.975824 40.625952)","3","Brooklyn","312","44","48","22","9","BR02187","SE","AV I","MCDONALD AV","-73.975824","40.625952","Mapleton-Midwood (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.997572 40.598826)","3","Brooklyn","311","43","47","17","11","BR02189","NW","BATH AV","BAY PKWY","-73.997572","40.598826","Bath Beach","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.9307 40.651642)","3","Brooklyn","317","45","58","21","9","BR02192","SW","CHURCH AV","UTICA AV","-73.9307","40.651642","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.94661 40.651223)","3","Brooklyn","317","40","43","21","9","BR02193","NE","NEW YORK AV","CHURCH AV","-73.94661","40.651223","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.952472 40.651347)","3","Brooklyn","317","40","42","21","9","BR02194","SE","ROGERS AV","Martense St","-73.952472","40.651347","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.956798 40.655077)","3","Brooklyn","309","40","43","20","9","BR02195","NW","CLARKSON AV","BEDFORD AV","-73.956798","40.655077","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93028 40.65201)","3","Brooklyn","317","41","58","20","9","BR02196","NE","UTICA AV","CHURCH AV","-73.93028","40.65201","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.919817 40.652976)","3","Brooklyn","317","41","58","19","9","BR02197","NE","CHURCH AV","REMSEN AV","-73.919817","40.652976","East Flatbush-Remsen Village","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.930958 40.691943)","3","Brooklyn","303","36","56","25","8","BR02199","SW","MALCOLM X BLVD","LAFAYETTE AV","-73.930958","40.691943","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.955288 40.710158)","3","Brooklyn","301","34","53","18","7","BR02200","NE","RODNEY ST","S 3 ST","-73.955288","40.710158","Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.951101 40.68622)","3","Brooklyn","303","36","57","25","8","BR02204","NW","GATES AV","NOSTRAND AV","-73.951101","40.68622","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.962712 40.577448)","3","Brooklyn","313","48","46","23","8","BR02206","NW","Brighton Beach Av","BRIGHTON 5 ST","-73.962712","40.577448","Brighton Beach","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","1"
"POINT (-73.951317 40.599671)","3","Brooklyn","315","48","41","22","8","BR02208","NE","OCEAN AV","AV U","-73.951317","40.599671","Madison","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.912672 40.655906)","3","Brooklyn","316","42","55","19","8","BR02210","NE","E 98 ST","HEGEMAN AV","-73.912672","40.655906","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.915513 40.661314)","3","Brooklyn","316","41","55","25","8","BR02211","SW","SARATOGA AV","LIVONIA AV","-73.915513","40.661314","Brownsville","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.943959 40.711355)","3","Brooklyn","301","34","53","18","7","BR02213","SW","GRAHAM AV","GRAND ST","-73.943959","40.711355","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.926692 40.701175)","3","Brooklyn","304","34","53","18","7","BR02214","SW","WILSON AV","STARR ST","-73.926692","40.701175","Bushwick (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.960617 40.587207)","3","Brooklyn","313","48","45","23","8","BR02216","SW","AV Z","CONEY ISLAND AV","-73.960617","40.587207","Gravesend (South)","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.948745 40.640863)","3","Brooklyn","317","45","42","21","9","BR02218","SW","AV D","NOSTRAND AV","-73.948745","40.640863","East Flatbush-Erasmus","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-74.022837 40.629253)","3","Brooklyn","310","47","46","26","11","BR02219","SW","5 AV","BAY RIDGE PKWY","-74.022837","40.629253","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.924674 40.673767)","3","Brooklyn","308","41","55","20","9","BR02220","SE","ST MARKS AV","BUFFALO AV","-73.924674","40.673767","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.940136 40.578042)","3","Brooklyn","315","48","45","23","8","BR02221","SW","ORIENTAL BLVD","MACKENZIE ST","-73.940136","40.578042","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.939918 40.578065)","3","Brooklyn","315","48","45","23","8","BR02222","SW","ORIENTAL BLVD","MACKENZIE ST","-73.939918","40.578065","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.958729 40.682873)","3","Brooklyn","303","36","57","25","8","BR02224","SE","CLASSON AV","PUTNAM AV","-73.958729","40.682873","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.966451 40.705131)","3","Brooklyn","301","34","50","18","7","BR02225","NE","WYTHE AV","CLYMER ST","-73.966451","40.705131","South Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.94305 40.680109)","3","Brooklyn","303","36","56","25","8","BR02226","NE","FULTON ST","TOMPKINS AV","-73.94305","40.680109","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.928474 40.632579)","3","Brooklyn","318","45","41","21","9","BR02228","SW","UTICA AV","AV H","-73.928474","40.632579","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.928607 40.632745)","3","Brooklyn","318","45","41","21","9","BR02229","SW","AV H","UTICA AV","-73.928607","40.632745","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.927884 40.692436)","3","Brooklyn","303","41","56","25","8","BR02231","NE","PATCHEN AV","LAFAYETTE AV","-73.927884","40.692436","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.955757 40.610388)","3","Brooklyn","315","48","45","22","9","BR02233","SW","E 18 ST","AV P","-73.955757","40.610388","Madison","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.895992 40.652148)","3","Brooklyn","318","42","60","19","8","BR02234","NE","E 108 ST","FARRAGUT RD","-73.895992","40.652148","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.894349 40.650683)","3","Brooklyn","318","42","60","19","8","BR02235","NE","E 108 ST","GLENWOOD RD","-73.894349","40.650683","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.897333 40.653357)","3","Brooklyn","318","42","60","19","8","BR02236","SE","E 108 ST","STANLEY AV","-73.897333","40.653357","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.942503 40.665219)","3","Brooklyn","309","35","43","20","9","BR02237","NE","KINGSTON AV","MONTGOMERY ST","-73.942503","40.665219","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.986715 40.605906)","3","Brooklyn","311","43","47","17","11","BR02238","SE","KINGS HWY","STILLWELL AV","-73.986715","40.605906","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.979321 40.615713)","3","Brooklyn","311","44","47","17","9","BR02239","NE","BAY PKWY","62 ST","-73.979321","40.615713","Mapleton-Midwood (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-74.000161 40.577405)","3","Brooklyn","313","47","46","23","8","BR02240","NW","W 33 ST","NEPTUNE AV","-74.000161","40.577405","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.985113 40.576662)","3","Brooklyn","313","47","46","23","8","BR02241","NW","MERMAID AV","W 17 ST","-73.985113","40.576662","Coney Island-Sea Gate","AE",,"1"
"POINT (-73.993732 40.593323)","3","Brooklyn","311","47","47","17","11","BR02242","NE","CROPSEY AV","BAY 38 ST","-73.993732","40.593323","Gravesend (West)","X","0.2 PCT ANNUAL CHANCE FLOOD HAZARD","2"
"POINT (-73.987047 40.621797)","3","Brooklyn","312","44","48","22","9","BR02243","SE","60 ST","18 AV","-73.987047","40.621797","Mapleton-Midwood (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.952673 40.577013)","3","Brooklyn","315","48","45","23","8","BR02244","NE","ORIENTAL BLVD","WEST END AV","-73.952673","40.577013","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","AE",,"1"
"POINT (-73.9665 40.605899)","3","Brooklyn","315","44","45","22","9","BR02245","NE","KINGS HWY","OCEAN PKWY","-73.9665","40.605899","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-73.939647 40.578166)","3","Brooklyn","315","48","45","23","8","BR02246","SW","ORIENTAL BLVD","MACKENZIE ST","-73.939647","40.578166","Sheepshead Bay-Manhattan Beach-Gerritsen Beach","X","AREA OF MINIMAL FLOOD HAZARD","1"
"POINT (-73.961344 40.598441)","3","Brooklyn","315","48","45","22","8","BR02247","NW","CONEY ISLAND AV","AV U","-73.961344","40.598441","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.917811 40.685634)","3","Brooklyn","303","41","55","25","8","BR02248","NW","SARATOGA AV","HALSEY ST","-73.917811","40.685634","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.946947 40.65571)","3","Brooklyn","309","40","43","20","9","BR02249","NE","CLARKSON AV","NEW YORK AV","-73.946947","40.65571","Prospect Lefferts Gardens-Wingate","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.893671 40.637222)","3","Brooklyn","318","46","59","19","8","BR02250","NW","ROCKAWAY PKWY","AV M","-73.893671","40.637222","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-73.891334 40.635428)","3","Brooklyn","318","46","58","19","8","BR02251","SE","ROCKAWAY PKWY","AV N","-73.891334","40.635428","Canarsie","X","AREA OF MINIMAL FLOOD HAZARD","2"
"POINT (-74.030853 40.623675)","3","Brooklyn","310","47","46","26","11","BR02410","NE","3 AV","86 ST","-74.030853","40.623675","Bay Ridge","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.924224 40.679086)","3","Brooklyn","303","41","56","25","8","BR02412","NE","FULTON ST","BUFFALO AV","-73.924224","40.679086","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.929658 40.684194)","3","Brooklyn","303","36","56","25","8","BR02413","NW","HALSEY ST","MALCOLM X BLVD","-73.929658","40.684194","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.89558 40.669397)","3","Brooklyn","305","42","60","19","8","BR02414","NW","SUTTER AV","Pennsylvania Av","-73.89558","40.669397","East New York (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.923873 40.689149)","3","Brooklyn","303","41","56","25","8","BR02415","SE","RALPH AV","GATES AV","-73.923873","40.689149","Bedford-Stuyvesant (East)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.93036 40.675091)","3","Brooklyn","308","36","56","20","9","BR02418","NE","BERGEN ST","UTICA AV","-73.93036","40.675091","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.998526 40.596933)","3","Brooklyn","311","47","46","17","11","BR02420","SE","CROPSEY AV","BAY PKWY","-73.998526","40.596933","Gravesend (West)","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.942431 40.702077)","3","Brooklyn","301","34","53","18","7","BR02421","SW","GRAHAM AV","SEIGEL ST","-73.942431","40.702077","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.927463 40.625676)","3","Brooklyn","318","46","59","21","8","BR02422","SE","UTICA AV","AV K","-73.927463","40.625676","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","4"
"POINT (-73.963373 40.59814)","3","Brooklyn","315","48","45","22","8","BR02423","NW","AV U","E 8 ST","-73.963373","40.59814","Gravesend (East)-Homecrest","X","AREA OF MINIMAL FLOOD HAZARD","3"
"POINT (-73.970797 40.646705)","3","Brooklyn","314","40","42","21","9","BR02424","NE","CONEY ISLAND AV","CHURCH AV","-73.970797","40.646705","Flatbush (West)-Ditmas Park-Parkville","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.943139 40.706365)","3","Brooklyn","301","34","53","18","7","BR02425","SW","GRAHAM AV","JOHNSON AV","-73.943139","40.706365","East Williamsburg","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.94661 40.695747)","3","Brooklyn","303","36","56","25","7","BR02426","NW","MYRTLE AV","TOMPKINS AV","-73.94661","40.695747","Bedford-Stuyvesant (West)","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.933523 40.632603)","3","Brooklyn","318","45","58","21","9","BR02428","NW","AV H","E 45 ST","-73.933523","40.632603","Flatlands","X","AREA OF MINIMAL FLOOD HAZARD","5"
"POINT (-74.000564 40.654359)","3","Brooklyn","307","38","51","17","10","BR02431","NE","5 AV","34 ST","-74.000564","40.654359","Green-Wood Cemetery","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.927567 40.674942)","3","Brooklyn","308","41","56","20","9","BR02253","NE","BERGEN ST","ROCHESTER AV","-73.927567","40.674942","Crown Heights (North)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.942344 40.666948)","3","Brooklyn","309","35","43","20","9","BR02254","NE","KINGSTON AV","CARROLL ST","-73.942344","40.666948","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.945791 40.664328)","3","Brooklyn","309","35","43","20","9","BR02255","NW","EMPIRE BLVD","BROOKLYN AV","-73.945791","40.664328","Crown Heights (South)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.990731 40.643399)","3","Brooklyn","312","38","51","17","10","BR02256","SW","39 ST","FT HAMILTON PKWY","-73.990731","40.643399","Sunset Park (East)-Borough Park (West)","X","AREA OF MINIMAL FLOOD HAZARD","X"
"POINT (-73.920933 40.652691)","3","Brooklyn","317","41","58","20","9","BR02257","NW","RALPH AV","CHURCH AV","-73.920933","40.652691","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6"
"POINT (-73.921221 40.652604)","3","Brooklyn","317","41","58","20","9","BR02258","NW","CHURCH AV","RALPH AV","-73.921221","40.652604","East Flatbush-Rugby","X","AREA OF MINIMAL FLOOD HAZARD","6"
